,观点,情感倾向,具体观点,评论原文,token数,推理时间
709,整体冷/凉,负面,凉的很快,- 新出的这个牛蛙taco，外面那一层是鸡肉还是什么的太硬了，凉的很快，吃起来渣渣的口感。。牛蛙腿和外面那一层炸的硬壳完全是分离的，既没有汁水也没有什么口感。。这实在不太成功。,1502,25.76107907
710,口感差,负面,吃起来渣渣的口感,- 新出的这个牛蛙taco，外面那一层是鸡肉还是什么的太硬了，凉的很快，吃起来渣渣的口感。。牛蛙腿和外面那一层炸的硬壳完全是分离的，既没有汁水也没有什么口感。。这实在不太成功。,1502,25.76107907
711,牛蛙肉质硬,负面,牛蛙腿和外面那一层炸的硬壳完全是分离的,- 新出的这个牛蛙taco，外面那一层是鸡肉还是什么的太硬了，凉的很快，吃起来渣渣的口感。。牛蛙腿和外面那一层炸的硬壳完全是分离的，既没有汁水也没有什么口感。。这实在不太成功。,1502,25.76107907
712,综合评价差,负面,这实在不太成功,- 新出的这个牛蛙taco，外面那一层是鸡肉还是什么的太硬了，凉的很快，吃起来渣渣的口感。。牛蛙腿和外面那一层炸的硬壳完全是分离的，既没有汁水也没有什么口感。。这实在不太成功。,1502,25.76107907
713,综合评价好,正面,肯德基的塔可青年非常好吃,- 肯德基的塔可青年非常好吃，我感觉口味非常好,1420,11.32137704
714,味道好,正面,我感觉口味非常好,- 肯德基的塔可青年非常好吃，我感觉口味非常好,1420,11.32137704
715,份量小,负面,塔克做大点吧,- 塔克做大点吧,1402,4.555752993
716,味道好,正面,牛蛙塔可味道还不错,- 牛蛙塔可味道还不错,1405,4.197890997
717,份量小,负面,小食拼盘的量比较少,- 小食拼盘的量比较少，炸牛蛙不好吃,1418,8.861437798
718,味道差,负面,炸牛蛙不好吃,- 小食拼盘的量比较少，炸牛蛙不好吃,1418,8.861437798
719,综合评价差,负面,好坑的塔可,- 好坑的塔可，纯纯14买个鸡扒，大怨种了,1420,10.12188292
720,价格贵,负面,纯纯14买个鸡扒,- 好坑的塔可，纯纯14买个鸡扒，大怨种了,1420,10.12188292
721,综合评价好,正面,非常希望小龙虾塔可和嫩牛五方经常返场！,- 非常希望小龙虾塔可和嫩牛五方经常返场！,1421,6.193267107
722,牛蛙味道辣,负面,牛蛙塔可是辣的，怎么不标注呢？,- 牛蛙塔可是辣的，怎么不标注呢？,1412,7.287859917
723,味道好,正面,塔克味道不错,- 塔克味道不错,1401,3.791394949
724,整体冷/凉,负面,塔克的鸡排都是冷的,- 塔克的鸡排都是冷的,1406,5.933932066
725,综合评价好,正面,今天来试了新品牛蛙塔可，还不错,- 今天来试了新品牛蛙塔可，还不错，有点微微辣！不过这边服务态度很好 ！,1432,9.148200035
726,牛蛙味道辣,中性,有点微微辣,- 今天来试了新品牛蛙塔可，还不错，有点微微辣！不过这边服务态度很好 ！,1432,9.148200035
727,商品售罄,负面,想吃的牛蛙塔可明明没有货,- 想吃的牛蛙塔可明明没有货，还列在商品列表里，出餐整体速度很慢。,1430,10.55495286
728,出餐速度慢,负面,出餐整体速度很慢,- 想吃的牛蛙塔可明明没有货，还列在商品列表里，出餐整体速度很慢。,1430,10.55495286
729,商品错配,负面,点了双层牛肉堡，包装也是双层牛肉堡，结果里面是个塔可,- 点了双层牛肉堡，包装也是双层牛肉堡，结果里面是个塔可,1428,5.968477011
730,包装简陋,负面,包装用早餐袋子，里面都是撒的,- 点了牛蛙的，包装用早餐袋子，里面都是撒的,1420,5.182066917
731,综合评价差,负面,不如小龙虾塔可,- 不如小龙虾塔可,1401,10.42297792
732,牛蛙新鲜度好,正面,牛蛙新鲜,- 牛蛙新鲜,1400,4.464310884
733,鸡排口感好,正面,塔可的鸡块一如既往的好吃,- 塔可的鸡块一如既往的好吃，上面的龙虾/蛙肉就不咋地了，不如直接点鸡扒吃,1445,14.52729917
734,牛蛙味道差,负面,上面的龙虾/蛙肉就不咋地了,- 塔可的鸡块一如既往的好吃，上面的龙虾/蛙肉就不咋地了，不如直接点鸡扒吃,1445,14.52729917
735,出餐速度慢,负面,等一个牛蛙等了二十分钟,- 等一个牛蛙等了二十分钟 其他的都冷掉了 薯条 鸡块 鸡腿,1430,18.48830485
736,整体冷/凉,负面,其他的都冷掉了,- 等一个牛蛙等了二十分钟 其他的都冷掉了 薯条 鸡块 鸡腿,1430,18.48830485
737,鸡排酥脆度差,负面,塔可不脆，最后一口才吃到脆,- 塔可不脆，最后一口才吃到脆。服务人员态度很好，环境干净,1429,10.95943594
738,综合评价好,正面,服务人员态度很好，环境干净,- 塔可不脆，最后一口才吃到脆。服务人员态度很好，环境干净,1429,10.95943594
739,味道差,负面,味道不好,- 味道不好，鸡排太硬了是冷的，牛蛙太太太太咸了,1429,22.34409595
740,鸡排口感硬,负面,鸡排太硬了,- 味道不好，鸡排太硬了是冷的，牛蛙太太太太咸了,1429,22.34409595
741,整体冷/凉,负面,是冷的,- 味道不好，鸡排太硬了是冷的，牛蛙太太太太咸了,1429,22.34409595
742,牛蛙味道腥,负面,牛蛙太太太太咸了,- 味道不好，鸡排太硬了是冷的，牛蛙太太太太咸了,1429,22.34409595
743,鸡排酥脆度差,负面,塔可不太香脆,- 塔可不太香脆,1403,4.352915049
744,放置时间久,负面,菜品已经凉了，无论是外面的鸡肉还是里面的牛蛙，明显感受到已经放了很久的,- 中午那份牛蛙塔可，应该是赶上饭点，餐厅提前做好了的。菜品已经凉了，无论是外面的鸡肉还是里面的牛蛙，明显感受到已经放了很久的,1476,11.69681096
745,整体冷/凉,负面,菜品已经凉了,- 中午那份牛蛙塔可，应该是赶上饭点，餐厅提前做好了的。菜品已经凉了，无论是外面的鸡肉还是里面的牛蛙，明显感受到已经放了很久的,1476,11.69681096
746,综合评价一般,中性,这个牛蛙还可以,- 这个牛蛙还可以但是没有龙虾的好吃,1412,7.058704138
747,综合评价差,负面,牛蛙塔可不好吃,- 牛蛙塔可不好吃 建议小龙虾塔可回归,1418,5.236829042
748,综合评价好,正面,新品塔克特别好吃，强烈推荐,- 鸡米花很好吃，新品塔克特别好吃，强烈推荐,1423,6.532098055
749,味道好,正面,味道不错,- 味道不错，塔可比想象中小了点,1409,9.822473288
750,份量小,负面,塔可比想象中小了点,- 味道不错，塔可比想象中小了点,1409,9.822473288
751,综合评价好,正面,塔可也好吃！有点小辣，男朋友说比上次的塔可好吃 我觉得还行！,- 烤堡好难吃啊…比麦当劳的难吃！！吮指鸡真好吃！还比别的门店大块！真不错最好吃！塔可也好吃！有点小辣，男朋友说比上次的塔可好吃 我觉得还行！,1483,11.26653695
752,牛蛙味道辣,中性,有点小辣,- 烤堡好难吃啊…比麦当劳的难吃！！吮指鸡真好吃！还比别的门店大块！真不错最好吃！塔可也好吃！有点小辣，男朋友说比上次的塔可好吃 我觉得还行！,1483,11.26653695
753,综合评价差,负面,青蛙塔可不好吃,- 青蛙塔可不好吃，小龙虾塔可上线,1415,6.072222948
754,出餐速度快,正面,出餐迅速,- 出餐迅速，汉堡塔可都很足配料,1414,10.23472118
755,份量大,正面,汉堡塔可都很足配料,- 出餐迅速，汉堡塔可都很足配料,1414,10.23472118
756,综合评价好,正面,牛蛙塔卡很好吃,- 牛蛙塔卡很好吃,1405,4.612585068
757,综合评价好,正面,牛蛙塔卡很好吃,- 牛蛙塔卡很好吃,1405,5.683697939
758,份量小,负面,塔可分量少到让人想退单,- 塔可分量少到让人想退单,1406,5.734010935
759,牛蛙味道腥,负面,牛蛙肉感觉有点儿腥,- 牛蛙肉感觉有点儿腥，其他都挺好的,1416,11.78232884
760,综合评价好,正面,其他都挺好的,- 牛蛙肉感觉有点儿腥，其他都挺好的,1416,11.78232884
761,牛蛙味道好,正面,牛蛙腿真的很好吃！,- 牛蛙腿真的很好吃！,1407,5.394520998
762,整体不熟,负面,牛蛙塔克里的鸡肉都没熟,- 牛蛙塔克里的鸡肉都没熟,1412,5.547942162
763,整体冷/凉,负面,牛蛙塔可是冷的,- 牛蛙塔可是冷的。。。,1404,5.074898005
764,牛蛙味道辣,中性,牛蛙有点辣,- 牛蛙有点辣还不错小孩不吃,1409,12.05750585
765,综合评价好,正面,还不错,- 牛蛙有点辣还不错小孩不吃,1409,12.05750585
766,出餐速度慢,负面,塔可出餐太慢,- 塔可出餐太慢,1404,5.353590965
767,综合评价好,正面,小塔可真的挺好吃,- 小塔可真的挺好吃,1403,6.157254934
768,综合评价好,正面,牛蛙塔可好好吃,- 牛蛙塔可好好吃,1403,4.301537991
769,牛蛙肉质硬,负面,那个蛙啊，建议小块一点，吃到了一块比较大的没有完全熟,- 那个蛙啊，建议小块一点，吃到了一块比较大的没有完全熟，有面糊……,1434,12.27632689
770,整体不熟,负面,吃到了一块比较大的没有完全熟,- 那个蛙啊，建议小块一点，吃到了一块比较大的没有完全熟，有面糊……,1434,12.27632689
771,不健康,负面,吃完牛蛙taco拉肚子,- 吃完牛蛙taco拉肚子,1405,7.000054121
772,牛蛙有骨头,负面,吃了一口 牛蛙腿掉了,- 吃了一口 牛蛙腿掉了,1407,7.989330053
773,牛蛙肉量多,正面,牛蛙腿好大,- 吃了牛蛙塔可，牛蛙腿好大,1413,6.74360323
774,牛蛙味道差,负面,炸牛蛙太难吃了,- 炸牛蛙太难吃了,1406,7.365284681
775,综合评价好,正面,牛蛙塔可真好吃,- 服务态度非常好哈哈哈 牛蛙塔可真好吃 前台服务人员的态度真的超级棒 超级友善 为了她们我也想天天来吃饭 薯条又香又脆 可乐巨好喝 后厨的各位工作人员真的超级棒 出餐速度超级快 食物干净又卫生  每天都想来着吃饭 人间美味就在肯德基 亲朋好友们快来尝尝 最后一句 新品牛蛙塔可好吃到哭,1583,16.64931774
776,出餐速度快,正面,出餐速度超级快,- 服务态度非常好哈哈哈 牛蛙塔可真好吃 前台服务人员的态度真的超级棒 超级友善 为了她们我也想天天来吃饭 薯条又香又脆 可乐巨好喝 后厨的各位工作人员真的超级棒 出餐速度超级快 食物干净又卫生  每天都想来着吃饭 人间美味就在肯德基 亲朋好友们快来尝尝 最后一句 新品牛蛙塔可好吃到哭,1583,16.64931774
777,卫生,正面,食物干净又卫生,- 服务态度非常好哈哈哈 牛蛙塔可真好吃 前台服务人员的态度真的超级棒 超级友善 为了她们我也想天天来吃饭 薯条又香又脆 可乐巨好喝 后厨的各位工作人员真的超级棒 出餐速度超级快 食物干净又卫生  每天都想来着吃饭 人间美味就在肯德基 亲朋好友们快来尝尝 最后一句 新品牛蛙塔可好吃到哭,1583,16.64931774
778,综合评价好,正面,新品牛蛙塔可好吃到哭,- 服务态度非常好哈哈哈 牛蛙塔可真好吃 前台服务人员的态度真的超级棒 超级友善 为了她们我也想天天来吃饭 薯条又香又脆 可乐巨好喝 后厨的各位工作人员真的超级棒 出餐速度超级快 食物干净又卫生  每天都想来着吃饭 人间美味就在肯德基 亲朋好友们快来尝尝 最后一句 新品牛蛙塔可好吃到哭,1583,16.64931774
779,综合评价好,正面,塔可很好吃很喜欢,- 塔可很好吃很喜欢,1406,4.413490057
780,综合评价差,负面,差评,- 差评，出餐速度太慢了，一个塔可等了20多分钟,1417,12.27722597
781,出餐速度慢,负面,出餐速度太慢了，一个塔可等了20多分钟,- 差评，出餐速度太慢了，一个塔可等了20多分钟,1417,12.27722597
782,份量小,负面,蛙腿塔太小了 超级小,- 蛙腿塔太小了 超级小,1408,5.624612093
783,综合评价好,正面,牛蛙塔可很好吃，下次还来,- 牛蛙塔可很好吃，下次还来,1409,6.097226858
784,出餐速度慢,负面,牛蛙塔可出餐速度太慢了,- 牛蛙塔可出餐速度太慢了,1411,9.366644859
785,味道好,正面,塔可好吃,- 塔可好吃,1398,5.611958027
786,综合评价好,正面,牛蛙塔可真不错,- 牛蛙塔可真不错,1402,4.803568125
787,综合评价差,负面,牛蛙塔可不好吃,- 牛蛙塔可不好吃…,1403,5.535420895
788,综合评价好,正面,新品太给力，鸡肉夹牛蛙腿，口口都是肉,- 新品太给力，鸡肉夹牛蛙腿，口口都是肉，我家小青年说天天有这个吃就幸福了,1441,10.42058706
789,份量大,正面,口口都是肉,- 新品太给力，鸡肉夹牛蛙腿，口口都是肉，我家小青年说天天有这个吃就幸福了,1441,10.42058706
790,出餐速度慢,负面,我245号一个塔可，等了十分钟,- 我245号一个塔可，等了十分钟，当着我的面先把246号250号的塔可配了，差点就没塔可配245号餐，配餐人员能不能不要搞人心态？,1455,14.05021906
791,商品错配,负面,当着我的面先把246号250号的塔可配了，差点就没塔可配245号餐,- 我245号一个塔可，等了十分钟，当着我的面先把246号250号的塔可配了，差点就没塔可配245号餐，配餐人员能不能不要搞人心态？,1455,14.05021906
792,综合评价好,正面,牛蛙塔可好吃！力荐！,- 牛蛙塔可好吃！力荐！,1407,7.084401846
793,综合评价好,正面,好吃,- 好吃，薯条是现炸的很脆，第一次吃牛蛙不太爱,1428,12.00772977
794,牛蛙味道一般,中性,第一次吃牛蛙不太爱,- 好吃，薯条是现炸的很脆，第一次吃牛蛙不太爱,1428,12.00772977
795,味道好,正面,牛蛙塔可很好吃,- 牛蛙塔可很好吃，咖啡苦死我了,1416,8.00324297
796,放置时间久,负面,塔可都放时间长了,- 塔可都放时间长了一点也不脆，软踏踏的吃起来,1420,15.73003793
797,口感差,负面,一点也不脆，软踏踏的吃起来,- 塔可都放时间长了一点也不脆，软踏踏的吃起来,1420,15.73003793
798,商品漏配,负面,我点的和我实际收到的，少了一个牛蛙塔,- 我点的和我实际收到的，少了一个牛蛙塔,1414,7.960077047
799,综合评价好,正面,不错啊，很喜欢新品牛蛙塔可,- 不错啊，很喜欢新品牛蛙塔可,1412,6.268054008
800,鸡排口感硬,负面,鸡排没有完全自然解冻，导致炸出来肉吃上去是咯吱咯吱有韧性的,- 牛蛙塔可的鸡排没有完全自然解冻，导致炸出来肉吃上去是咯吱咯吱有韧性的，半生不熟的，太失败了,1458,23.03525996
801,整体不熟,负面,鸡排半生不熟的,- 牛蛙塔可的鸡排没有完全自然解冻，导致炸出来肉吃上去是咯吱咯吱有韧性的，半生不熟的，太失败了,1458,23.03525996
802,综合评价差,负面,太失败了,- 牛蛙塔可的鸡排没有完全自然解冻，导致炸出来肉吃上去是咯吱咯吱有韧性的，半生不熟的，太失败了,1458,23.03525996
803,综合评价好,正面,今日牛蛙塔可很不错,- 今日牛蛙塔可很不错，店员服务态度非常不错，店内卫生干净,1426,7.144888163
804,综合评价好,正面,牛蛙塔可还不错,- 牛蛙塔可还不错,1402,6.633360863
805,出餐速度慢,负面,叫号取餐到前台，却告诉大塔可没做好，还要再等。又过了差不多20分钟,- 叫号取餐到前台，却告诉大塔可没做好，还要再等。又过了差不多20分钟，去问，却告诉没有了，那一开始就告诉没有不就好了！然后让换两个小的，不同意，就说给退了吧，然后未告知就把整单都退了，合着白等半个多小时！第一次差评，体验感太差！,1520,22.11841202
806,商品售罄,负面,去问，却告诉没有了，那一开始就告诉没有不就好了！,- 叫号取餐到前台，却告诉大塔可没做好，还要再等。又过了差不多20分钟，去问，却告诉没有了，那一开始就告诉没有不就好了！然后让换两个小的，不同意，就说给退了吧，然后未告知就把整单都退了，合着白等半个多小时！第一次差评，体验感太差！,1520,22.11841202
807,综合评价差,负面,第一次差评，体验感太差！,- 叫号取餐到前台，却告诉大塔可没做好，还要再等。又过了差不多20分钟，去问，却告诉没有了，那一开始就告诉没有不就好了！然后让换两个小的，不同意，就说给退了吧，然后未告知就把整单都退了，合着白等半个多小时！第一次差评，体验感太差！,1520,22.11841202
808,整体不熟,负面,牛蛙不熟,- 牛蛙不熟，有股味道，吃了一口，全扔了，牛蛙这种容易有寄生虫的一定要炸熟,1444,23.15488219
809,牛蛙味道差,负面,有股味道,- 牛蛙不熟，有股味道，吃了一口，全扔了，牛蛙这种容易有寄生虫的一定要炸熟,1444,23.15488219
810,综合评价差,负面,吃了一口，全扔了,- 牛蛙不熟，有股味道，吃了一口，全扔了，牛蛙这种容易有寄生虫的一定要炸熟,1444,23.15488219
811,整体不熟,负面,牛蛙不熟,- 牛蛙不熟，有股味道，吃了一口，全扔了，牛蛙这种容易有寄生虫的一定要炸熟,1444,20.87863684
812,味道差,负面,有股味道,- 牛蛙不熟，有股味道，吃了一口，全扔了，牛蛙这种容易有寄生虫的一定要炸熟,1444,20.87863684
813,综合评价差,负面,吃了一口，全扔了,- 牛蛙不熟，有股味道，吃了一口，全扔了，牛蛙这种容易有寄生虫的一定要炸熟,1444,20.87863684
814,不健康,负面,牛蛙这种容易有寄生虫的一定要炸熟,- 牛蛙不熟，有股味道，吃了一口，全扔了，牛蛙这种容易有寄生虫的一定要炸熟,1444,20.87863684
815,综合评价好,正面,K记新品牛蛙塔可青年的牛蛙腿肉真的很蛙噻～牛蛙爱好者必冲！,- K记新品牛蛙塔可青年的牛蛙腿肉真的很蛙噻～牛蛙爱好者必冲！,1441,15.15233612
816,牛蛙味道好,正面,牛蛙腿肉真的很蛙噻,- K记新品牛蛙塔可青年的牛蛙腿肉真的很蛙噻～牛蛙爱好者必冲！,1441,15.15233612
817,酱料太少,负面,汉堡里面酱特别少,- 汉堡里面酱特别少，塔克那么小一点点，难吃死了,1424,14.93237495
818,份量小,负面,塔克那么小一点点,- 汉堡里面酱特别少，塔克那么小一点点，难吃死了,1424,14.93237495
819,味道差,负面,难吃死了,- 汉堡里面酱特别少，塔克那么小一点点，难吃死了,1424,14.93237495
